,scenario,replication,risk_aversion,wealth,ra_bounds
29,Risk Seeking,0,0.2527571058307925,28216.64905038182,"[0.0, 0.3]"
30,Risk Seeking,0,0.19182952715022195,-9315.299181170923,"[0.0, 0.3]"
31,Risk Seeking,0,0.25073387318465845,3544.2676303267945,"[0.0, 0.3]"
32,Risk Seeking,0,0.21691439132881185,-3775.724127450885,"[0.0, 0.3]"
33,Risk Seeking,0,0.23090777309773758,22073.256751666275,"[0.0, 0.3]"
34,Risk Seeking,0,0.23361000782597985,-3988.96853374879,"[0.0, 0.3]"
35,Risk Seeking,0,0.23475617731290666,-4400.474481418388,"[0.0, 0.3]"
36,Risk Seeking,0,0.22340619888594293,-15214.44513832929,"[0.0, 0.3]"
37,Risk Seeking,0,0.24241927017838505,21518.366139698162,"[0.0, 0.3]"
38,Risk Seeking,0,0.19409661636728937,-10433.115335374208,"[0.0, 0.3]"
39,Risk Seeking,0,0.19573466641697546,-5303.601389216818,"[0.0, 0.3]"
40,Risk Seeking,0,0.23317064008860766,-10751.735988776752,"[0.0, 0.3]"
41,Risk Seeking,0,0.2373942819908288,27406.167275684966,"[0.0, 0.3]"
42,Risk Seeking,0,0.23818365113973472,10410.68600892827,"[0.0, 0.3]"
43,Risk Seeking,0,0.17551067037888823,-3929.877072083793,"[0.0, 0.3]"
44,Risk Seeking,0,0.17942476058599366,-1012.2646202025265,"[0.0, 0.3]"
45,Risk Seeking,0,0.2095937935655766,-14225.990383503595,"[0.0, 0.3]"
46,Risk Seeking,0,0.19395469462487425,-3327.0684584649716,"[0.0, 0.3]"
47,Risk Seeking,0,0.19719463363022105,28016.89656195459,"[0.0, 0.3]"
48,Risk Seeking,0,0.2864535541808414,-34189.62967509392,"[0.0, 0.3]"
49,Risk Seeking,0,0.2099377793513313,-13686.67967646181,"[0.0, 0.3]"
50,Risk Seeking,0,0.18035857910100672,-13661.745971325709,"[0.0, 0.3]"
51,Risk Seeking,0,0.153021243721303,2782.1257651997994,"[0.0, 0.3]"
52,Risk Seeking,0,0.18625800927358516,9161.097395919176,"[0.0, 0.3]"
53,Risk Seeking,0,0.2011528436170028,-37676.96978483608,"[0.0, 0.3]"
54,Risk Seeking,0,0.2487280511284672,17485.263936845524,"[0.0, 0.3]"
55,Risk Seeking,0,0.2365190670431505,-35711.80557199428,"[0.0, 0.3]"
56,Risk Seeking,0,0.3107831576991399,27559.88388465444,"[0.0, 0.3]"
57,Risk Seeking,0,0.2611239901438591,3655.6649032460555,"[0.0, 0.3]"
58,Risk Seeking,0,0.2452923584270542,-12723.075821956689,"[0.0, 0.3]"
59,Risk Seeking,0,0.2446931269632897,9087.757554357751,"[0.0, 0.3]"
60,Risk Seeking,0,0.2079328255866042,-46865.962916579636,"[0.0, 0.3]"
61,Risk Seeking,0,0.20821438748383614,15640.103885956923,"[0.0, 0.3]"
62,Risk Seeking,0,0.3667277464362577,13718.069242808999,"[0.0, 0.3]"
63,Risk Seeking,0,0.305311853229718,-6270.442520991404,"[0.0, 0.3]"
64,Risk Seeking,1,0.3116878578128953,-12946.308033522113,"[0.0, 0.3]"
65,Risk Seeking,1,0.3531097735839839,31780.862995683,"[0.0, 0.3]"
66,Risk Seeking,1,0.3222028651085279,10573.067586772784,"[0.0, 0.3]"
67,Risk Seeking,1,0.3208509992380363,-133262.63438119178,"[0.0, 0.3]"
68,Risk Seeking,1,0.303582283930923,30008.426728650335,"[0.0, 0.3]"
69,Risk Seeking,1,0.27414691877264585,-48135.76289763802,"[0.0, 0.3]"
70,Risk Seeking,1,0.2460917601327739,-13885.324317900124,"[0.0, 0.3]"
71,Risk Seeking,1,0.24319528942047153,-14384.080393854078,"[0.0, 0.3]"
72,Risk Seeking,1,0.3082280467224089,-21061.282827854728,"[0.0, 0.3]"
73,Risk Seeking,1,0.3678099750510647,29299.930430142005,"[0.0, 0.3]"
74,Risk Seeking,1,0.3763910153447987,15813.326780154943,"[0.0, 0.3]"
75,Risk Seeking,1,0.38523852781180035,12801.947168473198,"[0.0, 0.3]"
76,Risk Seeking,1,0.339572157115295,-36400.81121015965,"[0.0, 0.3]"
77,Risk Seeking,1,0.24034108649218322,-17213.32721702957,"[0.0, 0.3]"
78,Risk Seeking,1,0.24082843829613776,-11062.468053115374,"[0.0, 0.3]"
79,Risk Seeking,1,0.141365043883124,-2359.7413761833595,"[0.0, 0.3]"
80,Risk Seeking,1,0.24706579895232528,-20427.696183815824,"[0.0, 0.3]"
81,Risk Seeking,1,0.34368896083697653,-8200.513739677352,"[0.0, 0.3]"
82,Risk Seeking,1,0.4125807461946962,-18912.126376916,"[0.0, 0.3]"
83,Risk Seeking,1,0.3466380224556066,-26168.646829862977,"[0.0, 0.3]"
84,Risk Seeking,1,0.2145165458421553,-1292.844297855724,"[0.0, 0.3]"
85,Risk Seeking,1,0.19178059743874498,-13926.460797775599,"[0.0, 0.3]"
86,Risk Seeking,1,0.19256974730059584,32015.284031474614,"[0.0, 0.3]"
87,Risk Seeking,1,0.17418396018655524,-18111.219995206397,"[0.0, 0.3]"
88,Risk Seeking,1,0.4228970115465932,34871.51315708489,"[0.0, 0.3]"
89,Risk Seeking,1,0.3469222286208796,32008.242538987528,"[0.0, 0.3]"
90,Risk Seeking,1,0.41994678129950935,31661.716652794654,"[0.0, 0.3]"
91,Risk Seeking,1,0.33784997563532915,18161.18908707821,"[0.0, 0.3]"
92,Risk Seeking,1,0.21437628723098257,-39953.14600526643,"[0.0, 0.3]"
93,Risk Seeking,1,0.11796891048947133,21469.37188922349,"[0.0, 0.3]"
94,Risk Seeking,1,0.1455690586944871,18926.186400685823,"[0.0, 0.3]"
95,Risk Seeking,1,0.335694055221725,-52689.80346539049,"[0.0, 0.3]"
96,Risk Seeking,1,0.36514442918410883,5500.9599226407745,"[0.0, 0.3]"
97,Risk Seeking,1,0.3682393135941888,-803.8286391088477,"[0.0, 0.3]"
98,Risk Seeking,1,0.37661010545356277,22295.526736082393,"[0.0, 0.3]"
99,Risk Seeking,1,0.3653891041349191,15787.97257624483,"[0.0, 0.3]"
100,Risk Seeking,1,0.20363199614163274,2575.435292309936,"[0.0, 0.3]"
101,Risk Seeking,1,0.3606146981392624,25699.041994462714,"[0.0, 0.3]"
102,Risk Seeking,1,0.20643448507321305,29771.178561784815,"[0.0, 0.3]"
103,Risk Seeking,1,0.320084192253522,-20860.048707498805,"[0.0, 0.3]"
104,Risk Seeking,1,0.2706034098398239,-13791.264639343848,"[0.0, 0.3]"
105,Risk Seeking,1,0.1870638776592295,-14876.709583667493,"[0.0, 0.3]"
106,Risk Seeking,1,0.21419436090424082,29404.55722525292,"[0.0, 0.3]"
107,Risk Seeking,1,0.21204560165653585,-14431.263460685368,"[0.0, 0.3]"
108,Risk Seeking,1,0.1854719660041576,21296.317626225995,"[0.0, 0.3]"
109,Risk Seeking,1,0.18774826751734963,5297.483642473395,"[0.0, 0.3]"
110,Risk Seeking,1,0.19004949859343578,6702.693323325817,"[0.0, 0.3]"
111,Risk Seeking,1,0.16516521178139443,-2842.2352499771223,"[0.0, 0.3]"
112,Risk Seeking,1,0.22808627743075316,-31872.861030158994,"[0.0, 0.3]"
113,Risk Seeking,1,0.27224195765240067,11416.827479691361,"[0.0, 0.3]"
114,Risk Seeking,1,0.23493290179259252,16179.614718190147,"[0.0, 0.3]"
115,Risk Seeking,1,0.2200967902983818,-33069.25647198803,"[0.0, 0.3]"
116,Risk Seeking,1,0.18775117542909958,-10379.854186890592,"[0.0, 0.3]"
117,Risk Seeking,1,0.1723020996230663,-2676.410775958559,"[0.0, 0.3]"
118,Risk Seeking,1,0.15933890966538866,11498.780309059497,"[0.0, 0.3]"
119,Risk Seeking,1,0.17443571824032977,29127.13898917292,"[0.0, 0.3]"
120,Risk Seeking,1,0.3037966313092937,-28864.177508696757,"[0.0, 0.3]"
121,Risk Seeking,1,0.3074174872470198,80760.39043359295,"[0.0, 0.3]"
122,Risk Seeking,1,0.30561382838123063,-18913.239951812473,"[0.0, 0.3]"
123,Risk Seeking,1,0.24102226262423898,-25708.03643263619,"[0.0, 0.3]"
124,Risk Seeking,1,0.2654099278076081,56253.35142926005,"[0.0, 0.3]"
125,Risk Seeking,1,0.1777159121857409,15632.240561479804,"[0.0, 0.3]"
126,Risk Seeking,1,0.18681442229543377,19722.27032100463,"[0.0, 0.3]"
127,Risk Seeking,1,0.20403113187836142,5170.538449168486,"[0.0, 0.3]"
128,Risk Seeking,2,0.03913477284534583,5964.923419565777,"[0.0, 0.3]"
129,Risk Seeking,2,0.030789395968605082,6320.950366073215,"[0.0, 0.3]"
130,Risk Seeking,2,0.06275521088633862,42335.26766751445,"[0.0, 0.3]"
131,Risk Seeking,2,0.08700240418075056,-16970.46742162481,"[0.0, 0.3]"
132,Risk Seeking,2,0.16256207144482315,-3163.33440449497,"[0.0, 0.3]"
133,Risk Seeking,2,0.18098735969314927,-21891.87083340225,"[0.0, 0.3]"
134,Risk Seeking,2,0.32025431184564157,-10935.685361416723,"[0.0, 0.3]"
135,Risk Seeking,2,0.2308666390606785,9783.21550250343,"[0.0, 0.3]"
136,Risk Seeking,2,0.13044506350857832,3131.0702518972976,"[0.0, 0.3]"
137,Risk Seeking,2,0.006240845290557129,30436.06965678989,"[0.0, 0.3]"
138,Risk Seeking,2,0.0451971850350944,24968.39213185164,"[0.0, 0.3]"
139,Risk Seeking,2,0.07618737583574342,7261.49421359702,"[0.0, 0.3]"
140,Risk Seeking,2,0.19222372003202015,4648.550693323094,"[0.0, 0.3]"
141,Risk Seeking,2,0.30823862983339356,-5957.585034209331,"[0.0, 0.3]"
142,Risk Seeking,2,0.31489577080683584,-1018.4770618219791,"[0.0, 0.3]"
143,Risk Seeking,2,0.21866845827119075,-10845.958162701456,"[0.0, 0.3]"
144,Risk Seeking,2,0.11533550039280838,10633.612012304973,"[0.0, 0.3]"
145,Risk Seeking,2,0.007983144309528734,42260.765119646254,"[0.0, 0.3]"
146,Risk Seeking,2,0.04247855877951279,-39263.37160992026,"[0.0, 0.3]"
147,Risk Seeking,2,0.12427455838065826,-54212.78980910054,"[0.0, 0.3]"
148,Risk Seeking,2,0.10496687741839794,46.909949696506374,"[0.0, 0.3]"
149,Risk Seeking,2,0.2981419906006818,-26787.29310447039,"[0.0, 0.3]"
150,Risk Seeking,2,0.3073484949776929,-23675.4092093128,"[0.0, 0.3]"
151,Risk Seeking,2,0.24762480186772817,11109.488377505113,"[0.0, 0.3]"
152,Risk Seeking,2,0.1918936111933871,1854.675325166592,"[0.0, 0.3]"
153,Risk Seeking,2,0.1465345362567717,-1016.5728638107976,"[0.0, 0.3]"
154,Risk Seeking,2,0.09615777125660685,-475.6050330696452,"[0.0, 0.3]"
155,Risk Seeking,2,0.09309888938236133,8444.239760318957,"[0.0, 0.3]"
156,Risk Seeking,2,0.09865574562184687,27868.88149688966,"[0.0, 0.3]"
157,Risk Seeking,2,0.18524683308664858,31993.605005254634,"[0.0, 0.3]"
158,Risk Seeking,2,0.208768442203072,6167.826955578508,"[0.0, 0.3]"
159,Risk Seeking,2,0.16827979671747273,11405.685077173766,"[0.0, 0.3]"
160,Risk Seeking,2,0.19471087612904836,-24622.400612895482,"[0.0, 0.3]"
161,Risk Seeking,2,0.17232755557621315,-2988.747877753427,"[0.0, 0.3]"
162,Risk Seeking,2,0.11780187521371621,-14324.660871388493,"[0.0, 0.3]"
163,Risk Seeking,2,0.08028933280032347,43909.99259174195,"[0.0, 0.3]"
164,Risk Seeking,2,0.12066726995297672,-532.3396579320619,"[0.0, 0.3]"
165,Risk Seeking,2,0.2287527058302209,-58772.47886507769,"[0.0, 0.3]"
166,Risk Seeking,2,0.2786086132663237,18701.102349219014,"[0.0, 0.3]"
167,Risk Seeking,2,0.19755739781139936,8683.031958652788,"[0.0, 0.3]"
168,Risk Seeking,2,0.07769421847492919,3931.5686481110315,"[0.0, 0.3]"
169,Risk Seeking,2,0.16297840056007318,-11461.988036314768,"[0.0, 0.3]"
170,Risk Seeking,2,0.17181143326945203,-22886.51706139069,"[0.0, 0.3]"
171,Risk Seeking,2,0.18070121173400988,38155.70759799541,"[0.0, 0.3]"
172,Risk Seeking,2,0.14251582833609644,14312.553001569215,"[0.0, 0.3]"
173,Risk Seeking,2,0.19494424886948092,-62778.4476387426,"[0.0, 0.3]"
174,Risk Seeking,2,0.26991446212890335,24900.375471658885,"[0.0, 0.3]"
175,Risk Seeking,2,0.2578381198321591,-49474.629613059165,"[0.0, 0.3]"
176,Risk Seeking,2,0.19933125436068166,-9099.501086848628,"[0.0, 0.3]"
177,Risk Seeking,2,0.1409930650747343,9071.025680931401,"[0.0, 0.3]"
178,Risk Seeking,2,0.1612334740024829,17073.838769274706,"[0.0, 0.3]"
179,Risk Seeking,2,0.15200440896157064,-18850.2150568848,"[0.0, 0.3]"
180,Risk Seeking,2,0.09804615783509985,-29718.148995741052,"[0.0, 0.3]"
181,Risk Seeking,2,0.10145473011570771,14371.971075022419,"[0.0, 0.3]"
182,Risk Seeking,2,0.18191880381806524,17165.648420339523,"[0.0, 0.3]"
183,Risk Seeking,2,0.3093311829186266,-2292.3963626914774,"[0.0, 0.3]"
184,Risk Seeking,2,0.2844207359619747,-48248.579457919586,"[0.0, 0.3]"
185,Risk Seeking,2,0.08412737676732251,11693.458347779553,"[0.0, 0.3]"
186,Risk Seeking,2,0.08788994759774416,-8081.16765062412,"[0.0, 0.3]"
187,Risk Seeking,2,0.10749296508392314,-3751.919332350635,"[0.0, 0.3]"
188,Risk Seeking,2,0.10621750267457886,43943.21236220764,"[0.0, 0.3]"
189,Risk Seeking,2,0.12793769915960196,10244.992526134098,"[0.0, 0.3]"
190,Risk Seeking,2,0.3195737386747848,19496.998496267697,"[0.0, 0.3]"
191,Risk Seeking,2,0.3576202399673464,1807.4578073939483,"[0.0, 0.3]"
192,Mixed Low,0,0.4119463655168033,18138.185248954273,"[0.0, 0.5]"
193,Mixed Low,0,0.24165528271749848,-40291.753985489915,"[0.0, 0.5]"
194,Mixed Low,0,0.23453917234933774,-39241.18236064442,"[0.0, 0.5]"
195,Mixed Low,0,0.15092077011637595,26727.966380731043,"[0.0, 0.5]"
196,Mixed Low,0,0.23712647883696614,-17118.522137857028,"[0.0, 0.5]"
197,Mixed Low,0,0.22779134907556942,5350.634902157044,"[0.0, 0.5]"
198,Mixed Low,0,0.30115986027316655,42434.90438164346,"[0.0, 0.5]"
199,Mixed Low,0,0.43275148019029563,10291.409246672549,"[0.0, 0.5]"
200,Mixed Low,0,0.36547395415735096,17895.938807632225,"[0.0, 0.5]"
201,Mixed Low,0,0.2606016844823935,18246.656266647355,"[0.0, 0.5]"
202,Mixed Low,0,0.2437006996449077,28676.621391080047,"[0.0, 0.5]"
203,Mixed Low,0,0.23927989701248775,-44290.923066848976,"[0.0, 0.5]"
204,Mixed Low,0,0.08646203038675182,-5330.27153244178,"[0.0, 0.5]"
205,Mixed Low,0,0.25644278713230406,8370.269111072297,"[0.0, 0.5]"
206,Mixed Low,0,0.37884237789446784,-52788.268529760535,"[0.0, 0.5]"
207,Mixed Low,0,0.3827207399495619,-50731.36706355164,"[0.0, 0.5]"
208,Mixed Low,0,0.27524991114793695,22164.83360282899,"[0.0, 0.5]"
209,Mixed Low,0,0.28478299040350263,6022.451035245671,"[0.0, 0.5]"
210,Mixed Low,0,0.24596706886042763,5070.416060756601,"[0.0, 0.5]"
211,Mixed Low,0,0.24139468871649272,19873.273504758472,"[0.0, 0.5]"
212,Mixed Low,0,0.05077169434661155,31499.42908925179,"[0.0, 0.5]"
213,Mixed Low,0,0.24685042928623036,-113087.41126639041,"[0.0, 0.5]"
214,Mixed Low,0,0.5158648264372294,38201.729486863114,"[0.0, 0.5]"
215,Mixed Low,0,0.2538414311979338,7563.846173604128,"[0.0, 0.5]"
216,Mixed Low,0,0.24906115078510804,20767.666652292304,"[0.0, 0.5]"
217,Mixed Low,0,0.29567567567067377,6702.111108900455,"[0.0, 0.5]"
218,Mixed Low,0,0.2524730435504202,27937.321456154412,"[0.0, 0.5]"
219,Mixed Low,0,0.32036964520371247,-17338.03596856194,"[0.0, 0.5]"
220,Mixed Low,0,0.16102505436537062,24270.69720771366,"[0.0, 0.5]"
221,Mixed Low,0,0.2076186338785907,-20854.023197406823,"[0.0, 0.5]"
222,Mixed Low,0,0.2598135133929007,78696.14863122182,"[0.0, 0.5]"
223,Mixed Low,0,0.24234191799091642,14219.449837362845,"[0.0, 0.5]"
224,Mixed Low,0,0.26339429165940165,-76026.7647311692,"[0.0, 0.5]"
225,Mixed Low,0,0.324764703472466,10648.689628393815,"[0.0, 0.5]"
226,Mixed Low,0,0.2989764373847066,5535.203835405264,"[0.0, 0.5]"
227,Mixed Low,0,0.34053386922450524,-3793.914849957582,"[0.0, 0.5]"
228,Mixed Low,0,0.20598047134137087,24554.20751555115,"[0.0, 0.5]"
229,Mixed Low,0,0.2438393948849622,-36340.610952260155,"[0.0, 0.5]"
230,Mixed Low,0,0.054757890900740125,-23298.83258048792,"[0.0, 0.5]"
231,Mixed Low,0,0.13416514632935783,-5978.686379072376,"[0.0, 0.5]"
232,Mixed Low,0,0.1277169648635893,29145.959848430553,"[0.0, 0.5]"
233,Mixed Low,0,0.09590517043800073,14232.85935358329,"[0.0, 0.5]"
234,Mixed Low,0,0.21702581314721014,-63079.49232840892,"[0.0, 0.5]"
235,Mixed Low,0,0.20436851000813339,4919.90168409049,"[0.0, 0.5]"
236,Mixed Low,0,0.2587191979324338,-10783.06905142041,"[0.0, 0.5]"
237,Mixed Low,0,0.19381960298900514,-3174.882608128497,"[0.0, 0.5]"
238,Mixed Low,0,0.11804638657420097,-24000.989692815172,"[0.0, 0.5]"
239,Mixed Low,0,0.12016309041727569,23915.67511935465,"[0.0, 0.5]"
240,Mixed Low,0,0.19360370647533387,13831.222097314969,"[0.0, 0.5]"
241,Mixed Low,0,0.13144212551503276,25600.97563314458,"[0.0, 0.5]"
242,Mixed Low,0,0.13415516113124593,-13262.287347578123,"[0.0, 0.5]"
243,Mixed Low,0,0.2127023592635081,-8807.665047093613,"[0.0, 0.5]"
244,Mixed Low,0,0.27558553957131837,-3991.423161765704,"[0.0, 0.5]"
245,Mixed Low,0,0.24264468270555706,-9052.267910106355,"[0.0, 0.5]"
246,Mixed Low,0,0.2915578631272002,-648.5679891523178,"[0.0, 0.5]"
247,Mixed Low,0,0.3637313909619927,-42756.075580616554,"[0.0, 0.5]"
248,Mixed Low,0,0.36773771648139464,19939.627982197228,"[0.0, 0.5]"
249,Mixed Low,0,0.15555173223005725,18934.967842049664,"[0.0, 0.5]"
250,Mixed Low,0,0.21511900774194492,23642.581969857696,"[0.0, 0.5]"
251,Mixed Low,0,0.25068627397104626,-7100.2108111125035,"[0.0, 0.5]"
252,Mixed Low,0,0.2959532539775094,55239.495131015865,"[0.0, 0.5]"
253,Mixed Low,0,0.24896428552137317,17712.269474391593,"[0.0, 0.5]"
254,Mixed Low,0,0.39839285253468515,-23458.748850615564,"[0.0, 0.5]"
255,Mixed Low,0,0.45404880658553215,-10349.347717596458,"[0.0, 0.5]"
256,Mixed Low,1,0.2953753668764947,21936.290328044328,"[0.0, 0.5]"
257,Mixed Low,1,0.35946023304979435,-18895.331560940896,"[0.0, 0.5]"
258,Mixed Low,1,0.5010007558366242,18027.294418103986,"[0.0, 0.5]"
259,Mixed Low,1,0.4267128732901021,11558.846536833415,"[0.0, 0.5]"
260,Mixed Low,1,0.3271851397600072,-18830.962141216572,"[0.0, 0.5]"
261,Mixed Low,1,0.2489901383919093,-25567.147797037134,"[0.0, 0.5]"
262,Mixed Low,1,0.1777387887790095,49042.23936139474,"[0.0, 0.5]"
263,Mixed Low,1,0.2013690347675885,-12786.06288088653,"[0.0, 0.5]"
264,Mixed Low,1,0.3270609918669516,6011.181242110246,"[0.0, 0.5]"
265,Mixed Low,1,0.2886466039620411,-35367.508020330715,"[0.0, 0.5]"
266,Mixed Low,1,0.22499024098063325,-31555.749075758577,"[0.0, 0.5]"
267,Mixed Low,1,0.18638426852814538,40016.91123781934,"[0.0, 0.5]"
268,Mixed Low,1,0.18542258260066768,-15340.827286019718,"[0.0, 0.5]"
269,Mixed Low,1,0.19701883805907838,3436.1679475658602,"[0.0, 0.5]"
270,Mixed Low,1,0.15661069870461064,-10303.04382050202,"[0.0, 0.5]"
271,Mixed Low,1,0.20494026977087,-37862.39758961538,"[0.0, 0.5]"
272,Mixed Low,1,0.2117163212035248,827.3540974800999,"[0.0, 0.5]"
273,Mixed Low,1,0.2809031353632673,10550.708692787714,"[0.0, 0.5]"
274,Mixed Low,1,0.19940924920419045,-75192.77462305543,"[0.0, 0.5]"
275,Mixed Low,1,0.1546655945474249,25017.33684397489,"[0.0, 0.5]"
276,Mixed Low,1,0.11753716459764918,24572.042305680312,"[0.0, 0.5]"
277,Mixed Low,1,0.19574360494594345,-18761.8320007883,"[0.0, 0.5]"
278,Mixed Low,1,0.13772329411484752,9190.20949300479,"[0.0, 0.5]"
279,Mixed Low,1,0.10294343256996841,985.2355651364318,"[0.0, 0.5]"
280,Mixed Low,1,0.17028153794691536,-66252.02384583068,"[0.0, 0.5]"
281,Mixed Low,1,0.2869839109059137,17998.173463641942,"[0.0, 0.5]"
282,Mixed Low,1,0.2296263090689049,36944.912306739934,"[0.0, 0.5]"
283,Mixed Low,1,0.124220764940694,18293.16329878912,"[0.0, 0.5]"
284,Mixed Low,1,0.12243526888600964,-2607.5276276001,"[0.0, 0.5]"
285,Mixed Low,1,0.1943756164545909,23587.037257672877,"[0.0, 0.5]"
286,Mixed Low,1,0.07437167380184617,9834.989264899428,"[0.0, 0.5]"
287,Mixed Low,1,0.11887852719624536,11608.384414647386,"[0.0, 0.5]"
288,Mixed Low,1,0.24852322324707243,22617.97684357909,"[0.0, 0.5]"
289,Mixed Low,1,0.2275147494007237,30539.218332831304,"[0.0, 0.5]"
290,Mixed Low,1,0.2200817635006902,16504.99241684711,"[0.0, 0.5]"
291,Mixed Low,1,0.17358034251841814,-93488.15160384234,"[0.0, 0.5]"
292,Mixed Low,1,0.13210217304059313,50892.31179165875,"[0.0, 0.5]"
293,Mixed Low,1,0.16346665414771777,19344.6408454349,"[0.0, 0.5]"
294,Mixed Low,1,0.09817179797019127,35801.0742887918,"[0.0, 0.5]"
295,Mixed Low,1,0.18813913932240767,2557.357840179258,"[0.0, 0.5]"
296,Mixed Low,1,0.19414518111619006,-12628.05234824687,"[0.0, 0.5]"
297,Mixed Low,1,0.1994241067322381,33372.996328306275,"[0.0, 0.5]"
298,Mixed Low,1,0.2101535268745499,-65076.4980458769,"[0.0, 0.5]"
299,Mixed Low,1,0.31302984286275115,-52250.417006430725,"[0.0, 0.5]"
300,Mixed Low,1,0.319908254629485,-5754.983152058121,"[0.0, 0.5]"
301,Mixed Low,1,0.14388197988958462,-18420.187217213264,"[0.0, 0.5]"
302,Mixed Low,1,0.12090625588719761,-943.982637891444,"[0.0, 0.5]"
303,Mixed Low,1,0.19098998516774623,-4341.893912413274,"[0.0, 0.5]"
304,Mixed Low,1,0.1771851686876008,-9777.339130237051,"[0.0, 0.5]"
305,Mixed Low,1,0.15541020622327695,51240.94592287616,"[0.0, 0.5]"
306,Mixed Low,1,0.3904468415853729,-5730.497999239888,"[0.0, 0.5]"
307,Mixed Low,1,0.3698409193767699,-31361.83859859327,"[0.0, 0.5]"
308,Mixed Low,1,0.3712449987065588,5704.085328425179,"[0.0, 0.5]"
309,Mixed Low,1,0.16920848878220585,-21159.41950471036,"[0.0, 0.5]"
310,Mixed Low,1,0.16053685323780909,25859.795835858506,"[0.0, 0.5]"
311,Mixed Low,1,0.17963403693489854,-30435.08331957984,"[0.0, 0.5]"
312,Mixed Low,1,0.2373113640166048,10573.290763481169,"[0.0, 0.5]"
313,Mixed Low,1,0.4388483027000678,-24380.539394115796,"[0.0, 0.5]"
314,Mixed Low,1,0.5002920737648354,1760.1549130597705,"[0.0, 0.5]"
315,Mixed Low,1,0.45629265236766425,-6001.44336642251,"[0.0, 0.5]"
316,Mixed Low,1,0.35094012170428324,23343.169960420026,"[0.0, 0.5]"
317,Mixed Low,1,0.2523855981188291,9397.259731392143,"[0.0, 0.5]"
318,Mixed Low,1,0.20568550563319765,41747.75539849987,"[0.0, 0.5]"
319,Mixed Low,1,0.20245587378712937,30378.010888483033,"[0.0, 0.5]"
320,Mixed Low,2,0.3446269187532619,-33731.191508342294,"[0.0, 0.5]"
321,Mixed Low,2,0.21445374697304298,-51474.842566848856,"[0.0, 0.5]"
322,Mixed Low,2,0.08854508452089993,-13563.026428877882,"[0.0, 0.5]"
323,Mixed Low,2,0.31224961918587424,23019.568689690714,"[0.0, 0.5]"
324,Mixed Low,2,0.22777762877447405,-11744.32200987087,"[0.0, 0.5]"
325,Mixed Low,2,0.2432284279740945,-27526.65337009265,"[0.0, 0.5]"
326,Mixed Low,2,0.3085914579560207,-5893.679290939781,"[0.0, 0.5]"
327,Mixed Low,2,0.34082361227732827,-24563.174967902916,"[0.0, 0.5]"
328,Mixed Low,2,0.3369896147283845,528.6768929857208,"[0.0, 0.5]"
329,Mixed Low,2,0.32163927246063073,19668.157208792116,"[0.0, 0.5]"
330,Mixed Low,2,0.3464668365489252,-32988.923858530135,"[0.0, 0.5]"
