,step,avg_risk_aversion,std_risk_aversion,total_wealth,wealth_gini,max_wealth,min_wealth,ra_wealth_correlation,scenario,replication,ra_bounds
18,18,0.23345145201405187,0.06256084867210417,9.244104148820043e-09,0.6648368418549078,58020.64711492343,-78859.2890666996,0.16709543032365692,Risk Seeking,0,"[0.0, 0.3]"
19,19,0.2336896107233562,0.061872072957339624,-3.550667315721512e-09,0.6673545714095854,64335.52467579552,-59568.547283052816,0.16329020461071803,Risk Seeking,0,"[0.0, 0.3]"
20,20,0.23703507671518512,0.06002057883460764,2.5174813345074654e-09,0.656356863490269,40374.41042167732,-59759.62650183508,0.15628341886311337,Risk Seeking,0,"[0.0, 0.3]"
21,21,0.23841172431285215,0.058010553987695036,-7.290509529411793e-09,0.68738451402791,58162.45283110852,-99351.56440697446,0.21321396244132051,Risk Seeking,0,"[0.0, 0.3]"
22,22,0.24069117544805693,0.05656858969378659,8.269125828519464e-09,0.6800886701379802,44356.62549634375,-48707.61638545204,0.28425823018860186,Risk Seeking,0,"[0.0, 0.3]"
23,23,0.24206067891322633,0.05533335291240832,-2.764863893389702e-10,0.653953879994853,38196.98683457505,-45735.3249747698,0.28917779680825406,Risk Seeking,0,"[0.0, 0.3]"
24,24,0.24311234170990922,0.05211622777619871,-6.199115887284279e-09,0.6809539273002858,43466.46696596816,-46865.962916579636,0.25041126804656283,Risk Seeking,0,"[0.0, 0.3]"
25,0,0.3131799594684649,0.2605624099302797,-3.2014213502407074e-09,0.6873843428001067,187881.57011906878,-203309.66696634074,0.5262677825947413,Risk Seeking,1,"[0.0, 0.3]"
26,1,0.31242645310779216,0.23602337020012526,4.045432433485985e-09,0.7018234907469965,208632.56654361126,-175860.95067604783,-0.19849635731086832,Risk Seeking,1,"[0.0, 0.3]"
27,2,0.31171112806296586,0.21565474577856597,-1.0390067473053932e-08,0.6697852105668165,208951.02181632898,-177285.78425693876,-0.23653416655228682,Risk Seeking,1,"[0.0, 0.3]"
28,3,0.29772328687887056,0.18990762479100337,-8.556526154279709e-09,0.6349150714995384,210349.76084198913,-241416.29537852138,-0.24623445730442758,Risk Seeking,1,"[0.0, 0.3]"
29,4,0.29795750295305934,0.1821032777424857,-2.079468686133623e-08,0.6325294185781898,147856.95168185735,-231744.91180278614,-0.29452312379448864,Risk Seeking,1,"[0.0, 0.3]"
30,5,0.28575093250125455,0.16436245102386804,4.511093720793724e-10,0.6511761642597742,134510.39314620206,-233872.32313748996,-0.3121704019522518,Risk Seeking,1,"[0.0, 0.3]"
31,6,0.2816397291853804,0.16793088412856821,-2.0314473658800125e-08,0.6553691048247134,140197.9595895539,-247013.40303481906,-0.19952113798350377,Risk Seeking,1,"[0.0, 0.3]"
32,7,0.26866581077929447,0.14986519995969108,-9.89530235528946e-10,0.6347573153278148,117022.71283804564,-185380.7205481176,-0.17341334629281543,Risk Seeking,1,"[0.0, 0.3]"
33,8,0.2645496637626529,0.14830579721286688,-6.708432920277119e-09,0.6450820460960114,105601.89893249981,-145629.1743399202,-0.08752392488006729,Risk Seeking,1,"[0.0, 0.3]"
34,9,0.269066456241126,0.14310274806488507,-3.3760443329811096e-09,0.6387097288995025,91011.58109471275,-166597.8519123048,-0.12800349707728406,Risk Seeking,1,"[0.0, 0.3]"
35,10,0.26144004112412395,0.11686772639524973,-1.0273652151226997e-08,0.6743386879111146,98308.90330471582,-148613.6439230116,-0.11659034182045377,Risk Seeking,1,"[0.0, 0.3]"
36,11,0.2649243372817053,0.10980936431404047,-8.571078069508076e-09,0.6595769386323977,86718.7362679822,-150321.91623850702,-0.03927173297692054,Risk Seeking,1,"[0.0, 0.3]"
37,12,0.26108975452977995,0.10864753982905843,-8.429196896031499e-09,0.6616070486501742,80059.29537807101,-102133.38717709345,-0.026726883306783255,Risk Seeking,1,"[0.0, 0.3]"
38,13,0.26336060318019033,0.10812461445272858,1.7971615307033062e-09,0.6495672473867229,67049.14857069786,-114612.92837525677,0.02371989149651179,Risk Seeking,1,"[0.0, 0.3]"
39,14,0.2594084313557137,0.10198839929787187,7.363269105553627e-09,0.6761615215178145,95996.07708609916,-122108.60269810181,-0.02996565699287039,Risk Seeking,1,"[0.0, 0.3]"
40,15,0.25602466562323106,0.10274383597325157,-9.698851499706507e-09,0.6072355383327348,69121.10022824822,-142523.29044457394,-0.1156763411166528,Risk Seeking,1,"[0.0, 0.3]"
41,16,0.25586790192988584,0.09992481398454205,-1.2965756468474865e-08,0.6383711542595993,59166.08982862454,-76022.3014540762,0.012597007942870598,Risk Seeking,1,"[0.0, 0.3]"
42,17,0.2548103573938315,0.09904499261300058,-1.9354047253727913e-08,0.6639810330880849,81990.77125289377,-68646.7519935313,0.0853350096630595,Risk Seeking,1,"[0.0, 0.3]"
43,18,0.2620676139589798,0.0933380430441885,1.0200892575085163e-08,0.6764832864475543,51731.786664625164,-71658.92196601455,0.07070557985548502,Risk Seeking,1,"[0.0, 0.3]"
44,19,0.2628721364147318,0.09006111425647415,-8.934875950217247e-09,0.6859310767161961,76764.83595597386,-142625.23510470943,0.11399767126528598,Risk Seeking,1,"[0.0, 0.3]"
45,20,0.2618391062313413,0.08908313213333806,8.702045306563377e-09,0.6533355015868165,81133.72837132457,-153348.25441549407,0.03926945328317557,Risk Seeking,1,"[0.0, 0.3]"
46,21,0.2634127828559162,0.0812574583003399,1.5934347175061703e-08,0.6848655951141904,61302.19002292686,-137601.77770031092,0.007956805456707006,Risk Seeking,1,"[0.0, 0.3]"
47,22,0.26185994526426415,0.08030700110475286,5.966285243630409e-09,0.6289075134045332,44045.999157198225,-64229.762709211675,0.04671355089251267,Risk Seeking,1,"[0.0, 0.3]"
48,23,0.26388148999960337,0.08277871265628604,1.6007106751203537e-10,0.6628350372853393,43411.934309171316,-77724.60649563755,0.054416134985496474,Risk Seeking,1,"[0.0, 0.3]"
49,24,0.2665373231008628,0.08006898219628199,-9.793438948690891e-09,0.6690354216549803,80760.39043359295,-133262.63438119178,0.02051300704024939,Risk Seeking,1,"[0.0, 0.3]"
50,0,0.2722143634327931,0.23142972141985194,-1.8655555322766304e-08,0.704694065480747,254202.38980707742,-296604.8704942124,0.4167202876925908,Risk Seeking,2,"[0.0, 0.3]"
51,1,0.25869793493930804,0.20578763978745512,-5.718902684748173e-09,0.7087829214481083,200051.1641384118,-189116.93921075834,-0.2413289792272429,Risk Seeking,2,"[0.0, 0.3]"
52,2,0.24862207827388885,0.1785224250089026,1.3882527127861977e-08,0.6747135066228407,182984.53601455432,-154492.71907708535,-0.2756407694885263,Risk Seeking,2,"[0.0, 0.3]"
53,3,0.24039043656088097,0.16206982353097102,4.532921593636274e-09,0.6351472541908905,136729.3970124147,-192902.1632534724,-0.2166702401696902,Risk Seeking,2,"[0.0, 0.3]"
54,4,0.22533186460286123,0.1511672947956949,-4.511093720793724e-09,0.6039978792533647,138591.06887190312,-178009.05281457433,-0.1665469661146401,Risk Seeking,2,"[0.0, 0.3]"
55,5,0.2191873526728536,0.13863137070890963,6.337359081953764e-09,0.6616066575853039,131196.06652795503,-159350.47088061276,-0.1793520676732052,Risk Seeking,2,"[0.0, 0.3]"
56,6,0.2166310365276755,0.13408213636883873,-1.0186340659856796e-10,0.6876620981741004,129655.57590316357,-163465.56727051857,-0.21641330192262842,Risk Seeking,2,"[0.0, 0.3]"
57,7,0.21291042702964247,0.1186453729754192,9.284121915698051e-09,0.6559184406490977,129103.27580235324,-189615.53630935776,-0.2579820086439125,Risk Seeking,2,"[0.0, 0.3]"
58,8,0.213199160598745,0.12066326389050891,-1.0222720447927713e-09,0.69128984391429,95372.19577471634,-214313.8681407726,-0.2529766794591026,Risk Seeking,2,"[0.0, 0.3]"
59,9,0.2064560240485015,0.11867849698013891,5.8353180065751076e-09,0.6908648853314134,117167.1391358574,-173760.5670015246,-0.20219264787927613,Risk Seeking,2,"[0.0, 0.3]"
60,10,0.19926429041725646,0.11800108319037596,-2.240994945168495e-09,0.6569201464439847,121121.12310780889,-120585.74310884773,-0.21409274117434274,Risk Seeking,2,"[0.0, 0.3]"
61,11,0.19797504649409675,0.11700143990142353,6.257323548197746e-10,0.7267037586210909,90201.57216780444,-92470.4389525307,-0.18350435837132995,Risk Seeking,2,"[0.0, 0.3]"
62,12,0.19725974848768432,0.11425278154373675,-7.959897629916668e-09,0.7275040035758329,106267.63693896846,-88743.76195635127,-0.2770786979574983,Risk Seeking,2,"[0.0, 0.3]"
63,13,0.18656565177782208,0.10526324081462184,2.764863893389702e-10,0.7185433558366474,82288.72779376007,-88091.67272352663,-0.2674347319929692,Risk Seeking,2,"[0.0, 0.3]"
64,14,0.1800324109695074,0.10438993132347983,-8.421920938417315e-10,0.6998559394928301,74048.28939115703,-61492.80224578544,-0.19176617701910664,Risk Seeking,2,"[0.0, 0.3]"
65,15,0.179611602035519,0.10590433616605187,-1.3278622645884752e-08,0.7200465798497484,72037.10088481169,-63746.78602035311,-0.16272307924660157,Risk Seeking,2,"[0.0, 0.3]"
66,16,0.17659038661420978,0.10402145662991052,-3.827153705060482e-09,0.6592420578982829,58059.45036731035,-69022.69683976739,-0.18888226505700978,Risk Seeking,2,"[0.0, 0.3]"
67,17,0.17780656459038213,0.1074903854095251,-1.2532836990430951e-08,0.7491218007234355,80522.06626425986,-56129.68308289304,-0.1375819880028774,Risk Seeking,2,"[0.0, 0.3]"
68,18,0.17245132538771066,0.1037057674358792,-2.9103830456733704e-09,0.6830199542998314,58818.27084290101,-62647.5723780387,-0.20645709451434432,Risk Seeking,2,"[0.0, 0.3]"
69,19,0.16738208536027968,0.0978838987808852,-9.607902029529214e-09,0.7442489004847064,46268.22040198369,-55432.31366412106,-0.15421812759233,Risk Seeking,2,"[0.0, 0.3]"
70,20,0.16613690032529604,0.09220079782335078,-2.6338966563344e-09,0.7571993227779727,57014.531868804675,-51672.724063356756,-0.16884308554194832,Risk Seeking,2,"[0.0, 0.3]"
71,21,0.16344062166864404,0.0913071671572451,-1.465377863496542e-08,0.6922547596413426,53438.93835981133,-82897.96757623233,-0.2095530624621986,Risk Seeking,2,"[0.0, 0.3]"
72,22,0.16461405932293008,0.09099893712899058,-1.2187229003757238e-09,0.6949654616916057,59507.602297165715,-57143.07082439451,-0.15526885234400808,Risk Seeking,2,"[0.0, 0.3]"
73,23,0.16761532722978417,0.0882748041098377,-3.5142875276505947e-09,0.6903806534851813,60840.683869011234,-74244.37711837498,-0.2488934160111002,Risk Seeking,2,"[0.0, 0.3]"
74,24,0.16424914999599208,0.08646214073275087,-2.058004611171782e-08,0.6869534789581231,43943.21236220764,-62778.4476387426,-0.2822191797821421,Risk Seeking,2,"[0.0, 0.3]"
75,0,0.3623021709744385,0.2495244022669748,-5.078618414700031e-09,0.6397786668486192,221178.58305712178,-193362.2210545649,0.41512522369502053,Mixed Low,0,"[0.0, 0.5]"
76,1,0.35738698459094165,0.22796367240398238,8.149072527885437e-09,0.6914639519523633,254383.64796229822,-201316.49009351473,-0.2348684153650396,Mixed Low,0,"[0.0, 0.5]"
77,2,0.3480726449603093,0.21147633805732713,-2.9685907065868378e-09,0.6217758744754689,213485.2063623492,-199780.43066633146,-0.402896359148145,Mixed Low,0,"[0.0, 0.5]"
78,3,0.3437167567505168,0.2102062575180028,-8.149072527885437e-10,0.6016525730067608,168849.053771022,-203120.5993399465,-0.4493789021371321,Mixed Low,0,"[0.0, 0.5]"
79,4,0.3274726054666478,0.20365387974942986,1.0943040251731873e-08,0.5626977656187888,157941.8829085613,-240509.2944854691,-0.5294161800407433,Mixed Low,0,"[0.0, 0.5]"
80,5,0.3078110205024232,0.18259069372655376,3.259629011154175e-09,0.6214896969999446,149516.14565736544,-194274.4257075421,-0.5317830177170074,Mixed Low,0,"[0.0, 0.5]"
81,6,0.2861837721360976,0.15784230570284724,-9.74978320300579e-10,0.6126994246015902,140202.31184161946,-209455.43833482236,-0.3291599446813974,Mixed Low,0,"[0.0, 0.5]"
82,7,0.2893280102359974,0.15367922051033903,-4.99130692332983e-09,0.5704883001544534,93573.57344122129,-164926.11699073738,-0.3240671945653384,Mixed Low,0,"[0.0, 0.5]"
83,8,0.28755939788312584,0.14999387551210286,-4.845787771046162e-09,0.5949828587422554,127489.87241340637,-151217.1158153696,-0.39146206428359565,Mixed Low,0,"[0.0, 0.5]"
84,9,0.2744881977311544,0.13492530989165902,-7.341441232711077e-09,0.5804759747766235,106616.95796918355,-137088.96624553044,-0.43703318825033144,Mixed Low,0,"[0.0, 0.5]"
85,10,0.26576146023920016,0.12730280332121177,-8.585629984736443e-10,0.602659093394976,96471.42361754492,-131273.581571532,-0.3179303667714907,Mixed Low,0,"[0.0, 0.5]"
86,11,0.26558142649879857,0.12786143082456225,1.0913936421275139e-10,0.6148461244982986,72878.7097317215,-125468.3252724549,-0.23378811110108824,Mixed Low,0,"[0.0, 0.5]"
87,12,0.2614443696449067,0.12243702553139552,6.475602276623249e-09,0.6693198120615325,71966.59793347747,-122488.38531190387,-0.17221244914927195,Mixed Low,0,"[0.0, 0.5]"
88,13,0.2600607863593304,0.11456700456095734,8.38917912915349e-09,0.6432080261659323,73804.41832284487,-146008.2354597049,-0.27059242010346884,Mixed Low,0,"[0.0, 0.5]"
89,14,0.25869859431464687,0.1131456625830871,7.34871719032526e-10,0.668459642078602,77199.01026886585,-126635.16078226901,-0.27175069944967123,Mixed Low,0,"[0.0, 0.5]"
90,15,0.2573749110024607,0.10995021243576861,-7.734342943876982e-09,0.639774394935205,57509.94794830232,-96954.58929106721,-0.19488979201441217,Mixed Low,0,"[0.0, 0.5]"
91,16,0.25565934744812413,0.10874700791685675,-4.147295840084553e-09,0.6947559312002105,71781.31159132913,-149558.89741493942,-0.17280705457557508,Mixed Low,0,"[0.0, 0.5]"
92,17,0.2557342065682905,0.10927527034964436,-5.791662260890007e-09,0.6246628800331306,54574.68809513048,-126625.85702904452,-0.2944033417222339,Mixed Low,0,"[0.0, 0.5]"
93,18,0.2528615420259006,0.11037889218147,-9.313225746154785e-09,0.6748127793965244,48897.00646913237,-108804.79751840021,-0.33247582645046303,Mixed Low,0,"[0.0, 0.5]"
94,19,0.25215895324932874,0.10774640204645979,-3.0122464522719383e-09,0.6794826699708516,64993.97424912597,-76781.05756709572,-0.25879668466773686,Mixed Low,0,"[0.0, 0.5]"
95,20,0.25317445342220385,0.10775195420162152,-4.743924364447594e-09,0.6602478113004069,48502.76767783359,-138936.37051187237,-0.2875576232144018,Mixed Low,0,"[0.0, 0.5]"
96,21,0.25257331979289044,0.1090958551485607,-8.731149137020111e-11,0.6708698258482189,58964.88454166752,-81297.87786925423,-0.10924637350020362,Mixed Low,0,"[0.0, 0.5]"
97,22,0.25214348103899736,0.1067257787793596,4.874891601502895e-09,0.611284927900974,48183.95617185452,-85249.9699963634,-0.1739533914303528,Mixed Low,0,"[0.0, 0.5]"
98,23,0.25583563381059893,0.10143969676539384,1.017178874462843e-08,0.6834218184949277,63885.974497722214,-108427.3062252016,-0.13849712978212445,Mixed Low,0,"[0.0, 0.5]"
99,24,0.24982141100519356,0.09455929301141554,1.4435499906539917e-08,0.6319955038438678,78696.14863122182,-113087.41126639041,-0.059035654353374434,Mixed Low,0,"[0.0, 0.5]"
100,0,0.29327523255496907,0.22049965993377513,-9.167706593871117e-09,0.741438461415594,297088.8667930026,-195604.95044046847,0.31237241976313684,Mixed Low,1,"[0.0, 0.5]"
101,1,0.2826365154324825,0.20461781771613974,4.0745362639427185e-10,0.7248812661679855,234298.6771763006,-159920.7640493793,-0.027829768965255058,Mixed Low,1,"[0.0, 0.5]"
102,2,0.2648157869339769,0.1982056083740968,1.7462298274040222e-09,0.7374093642737065,213210.41208286188,-212468.61190736966,-0.03126976830743936,Mixed Low,1,"[0.0, 0.5]"
103,3,0.2552578085916254,0.18503710220589165,-1.1423253454267979e-08,0.7422412642064389,227752.74569236892,-190096.64779494778,-0.19343905005345705,Mixed Low,1,"[0.0, 0.5]"
104,4,0.24502520224480334,0.16688271983491812,-8.003553375601768e-09,0.7167832106848306,226124.35237287264,-192900.73457097283,-0.26463094062023845,Mixed Low,1,"[0.0, 0.5]"
105,5,0.2364559981834304,0.1425031523090983,-7.62520357966423e-09,0.635636012253457,128952.46046542407,-186393.84018406575,-0.2092440725559924,Mixed Low,1,"[0.0, 0.5]"
106,6,0.2342974423410889,0.13860063558103114,-2.8812792152166367e-09,0.6819005464337575,121608.55763362325,-187795.90852964582,-0.10776120239221554,Mixed Low,1,"[0.0, 0.5]"
107,7,0.23014855484244473,0.13379352521678267,-1.1059455573558807e-08,0.6555914453755387,99393.37828551179,-190528.86851233235,-0.19658143989316024,Mixed Low,1,"[0.0, 0.5]"
108,8,0.22974418435319538,0.12916870592992424,-7.828930392861366e-09,0.649556655460571,132341.06803901948,-184407.69323192397,-0.11186678661985294,Mixed Low,1,"[0.0, 0.5]"
109,9,0.23198910184851285,0.12710128667704737,-6.51925802230835e-09,0.6238791823636187,95620.26966051373,-216811.4716591027,-0.13798165763526268,Mixed Low,1,"[0.0, 0.5]"
110,10,0.23588448360600153,0.12642353160506817,-2.1464074961841106e-08,0.6257436772078442,84214.56495682045,-224500.87466981146,-0.062260792987843705,Mixed Low,1,"[0.0, 0.5]"
111,11,0.23613790783012806,0.12706060077702938,-1.2922100722789764e-08,0.6901157656381856,91625.99416505714,-121253.41106685268,-0.18039698266049234,Mixed Low,1,"[0.0, 0.5]"
112,12,0.23404220254248112,0.12784257534104768,2.954038791358471e-09,0.7111871759230206,80687.73897594603,-122362.36716562019,-0.11306523625363109,Mixed Low,1,"[0.0, 0.5]"
113,13,0.23290233903764818,0.12669565739533883,9.516952559351921e-09,0.600915451427257,79224.10479756929,-158941.2990427941,-0.09790741926029951,Mixed Low,1,"[0.0, 0.5]"
114,14,0.23055676994290838,0.12257120602176168,1.7171259969472885e-09,0.6458595099632332,65868.80429467326,-125076.26267416026,-0.04828663730840444,Mixed Low,1,"[0.0, 0.5]"
115,15,0.23199714015582232,0.12031903332797153,3.536115400493145e-09,0.6843655114673977,63549.31619632561,-108404.70974948189,-0.13810039571758753,Mixed Low,1,"[0.0, 0.5]"
116,16,0.23729103897890538,0.12121688214434519,2.473825588822365e-09,0.6914416962985732,74751.45747376773,-99711.03666428213,-0.08425256042808453,Mixed Low,1,"[0.0, 0.5]"
117,17,0.2357659184305554,0.11697749153458377,6.883055903017521e-09,0.6769750337367553,72181.05372570707,-108885.34752548546,0.0030616353870508398,Mixed Low,1,"[0.0, 0.5]"
118,18,0.23355730315141104,0.11527769225248981,5.034962669014931e-09,0.6838001467195658,58635.334627418,-83209.64637147248,-0.06081617577614566,Mixed Low,1,"[0.0, 0.5]"
119,19,0.2313248781685603,0.11589874983188281,-1.1648808140307665e-08,0.6752177621068534,68035.56620872639,-72194.54780195036,-0.020151791598501834,Mixed Low,1,"[0.0, 0.5]"
120,20,0.23474843081981023,0.11383804038017983,-4.452886059880257e-09,0.7240833458005214,67483.14528192519,-78221.71850072533,-0.05022223194516953,Mixed Low,1,"[0.0, 0.5]"
121,21,0.23192783586631244,0.10845736726118434,-9.400537237524986e-09,0.6450600939049371,52390.18301162096,-74367.98791217474,0.0012968225080675978,Mixed Low,1,"[0.0, 0.5]"
122,22,0.2291767885222094,0.09771912141509945,-6.5338099375367165e-09,0.6563741168247907,52676.72505741255,-86627.11204586127,0.01053711178085021,Mixed Low,1,"[0.0, 0.5]"
123,23,0.23094210276997218,0.09927220087634095,1.5425030142068863e-09,0.6453113910063619,50889.872848216415,-85287.95414215827,-0.05634130090545604,Mixed Low,1,"[0.0, 0.5]"
124,24,0.23113219082667383,0.10000212338413454,-2.5029294192790985e-09,0.6554883445219475,51240.94592287616,-93488.15160384234,-0.10993538457561158,Mixed Low,1,"[0.0, 0.5]"
125,0,0.2939473520471805,0.1754679886600751,-8.571078069508076e-09,0.7364198287141623,234063.3612525287,-230717.07405122364,0.2503333967800577,Mixed Low,2,"[0.0, 0.5]"
126,1,0.2839554484574192,0.16284763381602796,4.685716703534126e-09,0.7089811286737402,233461.1051215277,-177183.84575367745,-0.034439721413197136,Mixed Low,2,"[0.0, 0.5]"
127,2,0.2850721998914578,0.15183692832637974,-6.693881005048752e-09,0.6703099005828721,184430.46112262615,-205951.92640626285,-0.13005309867673628,Mixed Low,2,"[0.0, 0.5]"
128,3,0.27370517708232095,0.14958727974680414,1.0477378964424133e-09,0.6536542875579832,141352.80494426552,-192266.41889348024,-0.0055091026138149495,Mixed Low,2,"[0.0, 0.5]"
129,4,0.27642596463818403,0.14809995659411918,-6.024492904543877e-09,0.6613551746875648,117224.8390313218,-180412.76790671088,-0.06259394461442433,Mixed Low,2,"[0.0, 0.5]"
130,5,0.27346250484052625,0.1388153416035123,-6.402842700481415e-09,0.6211152027474844,117632.39090668516,-209020.53228296404,-0.2478903569082845,Mixed Low,2,"[0.0, 0.5]"
131,6,0.2739293020370943,0.12770030951071434,9.837094694375992e-09,0.6352788370034759,92702.15525275626,-214705.09470552683,-0.15522425833247638,Mixed Low,2,"[0.0, 0.5]"
132,7,0.2742494269848553,0.12684445360929214,-7.8580342233181e-10,0.6637107055141152,117306.19978198291,-126644.77114418738,-0.11191550668330634,Mixed Low,2,"[0.0, 0.5]"
133,8,0.2702985433955085,0.1268654422956459,-6.7229848355054855e-09,0.6646460217928276,85253.10101434308,-208828.29757644728,-0.14151224141330943,Mixed Low,2,"[0.0, 0.5]"
134,9,0.27097702653044065,0.12256807299880366,-1.234002411365509e-08,0.6513165683182496,102098.99905883158,-176244.98098231695,-0.06620151686303241,Mixed Low,2,"[0.0, 0.5]"
135,10,0.2722288408641707,0.10851228925489197,-2.8303475119173527e-09,0.6882669203126626,81576.21894331573,-164430.5313697252,-0.21862300344826466,Mixed Low,2,"[0.0, 0.5]"
136,11,0.2715207836245471,0.10445302415887363,-6.082700565457344e-09,0.6617042843958945,79789.16567315416,-151998.7734639681,-0.21002336535215949,Mixed Low,2,"[0.0, 0.5]"
137,12,0.2705481149965436,0.09641718024547927,-5.413312464952469e-09,0.6802006812599122,55591.56451274882,-96699.6791922401,-0.16643595673645972,Mixed Low,2,"[0.0, 0.5]"
138,13,0.26896627594070943,0.09645130662152003,-1.4013494364917278e-08,0.7187558272680432,63119.59290692953,-67107.14358383064,-0.05997001480031881,Mixed Low,2,"[0.0, 0.5]"
139,14,0.2705003882470862,0.09861528938555339,-1.2427335605025291e-08,0.694696102349021,69698.1358591018,-80173.77251759739,0.06371708411687835,Mixed Low,2,"[0.0, 0.5]"
140,15,0.267921694464808,0.0986420309633204,-7.683411240577698e-09,0.6786999610787028,56492.01675563907,-77550.40362011743,-0.0713995473859903,Mixed Low,2,"[0.0, 0.5]"
141,16,0.26389897859953165,0.09355063092200233,6.56291376799345e-09,0.730907972769169,60904.08545087083,-72788.46525054483,0.06366889383722588,Mixed Low,2,"[0.0, 0.5]"
142,17,0.2649564220196772,0.09584586241051507,9.516952559351921e-09,0.7313709749314441,67324.86376087702,-82058.23994687168,0.09305159088161885,Mixed Low,2,"[0.0, 0.5]"
143,18,0.26739088598515703,0.09753741887691773,-5.122274160385132e-09,0.6811627233903732,54339.93018329624,-63651.03213085388,0.09008158805418055,Mixed Low,2,"[0.0, 0.5]"
144,19,0.27162424753897474,0.09802651313882645,6.068148650228977e-09,0.6818029015751836,53629.33483404038,-59818.589303318826,-0.07416045711248388,Mixed Low,2,"[0.0, 0.5]"
145,20,0.2696829591954867,0.097492900545605,7.683411240577698e-09,0.7206147986010083,63449.48703219845,-66645.96104040153,-0.021038539072529658,Mixed Low,2,"[0.0, 0.5]"
146,21,0.26902491885597574,0.09667243146910093,8.702045306563377e-09,0.6809227170083372,60341.64306041046,-57597.194341866205,0.06709942136384302,Mixed Low,2,"[0.0, 0.5]"
147,22,0.2728227253184608,0.09696076195338137,9.953510016202927e-09,0.6937713497692446,45155.31374747619,-39539.02719969675,0.0038707111261557198,Mixed Low,2,"[0.0, 0.5]"
148,23,0.27424970643274094,0.09014271146917954,1.1932570487260818e-09,0.6685320415992759,44957.07244742025,-65345.36842980923,0.032289586722638444,Mixed Low,2,"[0.0, 0.5]"
149,24,0.27297371615863497,0.09254436045646824,-3.798049874603748e-09,0.6981340771667635,45830.002899416715,-51474.842566848856,0.15190309389424758,Mixed Low,2,"[0.0, 0.5]"
